"","ImageName","LatitudeDD","LongitudeDD","DepthInMeters","SurveyID","Locality","Presence","logic","Clip_Aspect1","Clip_Slope1","Clip_Depth1","Clip_Intensity1","lon","lat"
"472","DSC-11682",26.3966,-84.7629,421,"NF-1708","Long Mound South",0,TRUE,273.4482421875,6.78812837600708,-457.746459960938,-18.3099460601807,723161.175078635,2921543.52129405
"473","DSC-11683",26.3966,-84.7629,421,"NF-1708","Long Mound South",0,TRUE,273.4482421875,6.78812837600708,-457.746459960938,-18.3099460601807,723161.175078635,2921543.52129405
"474","DSC-11684",26.3966,-84.7629,421,"NF-1708","Long Mound South",0,TRUE,273.4482421875,6.78812837600708,-457.746459960938,-18.3099460601807,723161.175078635,2921543.52129405
"475","DSC-11685",26.3966,-84.7629,421,"NF-1708","Long Mound South",0,TRUE,273.4482421875,6.78812837600708,-457.746459960938,-18.3099460601807,723161.175078635,2921543.52129405
"476","DSC-11686",26.3966,-84.7629,422,"NF-1708","Long Mound South",0,TRUE,273.4482421875,6.78812837600708,-457.746459960938,-18.3099460601807,723161.175078635,2921543.52129405
"477","DSC-11687",26.3966,-84.7629,423,"NF-1708","Long Mound South",0,TRUE,273.4482421875,6.78812837600708,-457.746459960938,-18.3099460601807,723161.175078635,2921543.52129405
"478","DSC-11688",26.3965,-84.7629,425,"NF-1708","Long Mound South",0,TRUE,310.359588623047,10.9205017089844,-457.12353515625,-17.9199371337891,723161.367512733,2921532.44117393
"479","DSC-11689",26.3965,-84.7629,425,"NF-1708","Long Mound South",0,TRUE,310.359588623047,10.9205017089844,-457.12353515625,-17.9199371337891,723161.367512733,2921532.44117393
"480","DSC-11690",26.3965,-84.7629,426,"NF-1708","Long Mound South",0,TRUE,310.359588623047,10.9205017089844,-457.12353515625,-17.9199371337891,723161.367512733,2921532.44117393
"481","DSC-11691",26.3965,-84.7629,429,"NF-1708","Long Mound South",0,TRUE,310.359588623047,10.9205017089844,-457.12353515625,-17.9199371337891,723161.367512733,2921532.44117393
"482","DSC-11692",26.3965,-84.7629,431,"NF-1708","Long Mound South",0,TRUE,310.359588623047,10.9205017089844,-457.12353515625,-17.9199371337891,723161.367512733,2921532.44117393
"483","DSC-11693",26.3965,-84.7629,431,"NF-1708","Long Mound South",0,TRUE,310.359588623047,10.9205017089844,-457.12353515625,-17.9199371337891,723161.367512733,2921532.44117393
"484","DSC-11694",26.3964,-84.7629,435,"NF-1708","Long Mound South",0,TRUE,303.593322753906,13.3130626678467,-455.571014404297,-18.700855255127,723161.559946151,2921521.36105395
"485","DSC-11696",26.3964,-84.7629,437,"NF-1708","Long Mound South",0,TRUE,303.593322753906,13.3130626678467,-455.571014404297,-18.700855255127,723161.559946151,2921521.36105395
"486","DSC-11697",26.3964,-84.7629,441,"NF-1708","Long Mound South",0,TRUE,303.593322753906,13.3130626678467,-455.571014404297,-18.700855255127,723161.559946151,2921521.36105395
"487","DSC-11698",26.3964,-84.763,441,"NF-1708","Long Mound South",0,TRUE,288.542938232422,12.4299144744873,-457.76904296875,-18.7241344451904,723151.581374868,2921521.1877558
"488","DSC-11699",26.3964,-84.763,442,"NF-1708","Long Mound South",0,TRUE,288.542938232422,12.4299144744873,-457.76904296875,-18.7241344451904,723151.581374868,2921521.1877558
"489","DSC-11700",26.3963,-84.7631,444,"NF-1708","Long Mound South",0,TRUE,250.110305786133,2.89751863479614,-461.167419433594,-20.4520511627197,723141.795219504,2921509.93434649
"490","DSC-11701",26.3963,-84.7633,448,"NF-1708","Long Mound South",0,TRUE,239.275924682617,3.240309715271,-461.787261962891,-21.1746826171875,723121.838061773,2921509.58778993
"491","DSC-11702",26.3963,-84.7634,448,"NF-1708","Long Mound South",0,TRUE,258.776062011719,4.02636528015137,-462.346343994141,-20.923957824707,723111.859483529,2921509.41452329
"492","DSC-11703",26.3962,-84.7635,468,"NF-1708","Long Mound South",0,TRUE,264.233367919922,1.79619967937469,-463.102508544922,-21.1307125091553,723102.073286048,2921498.16114745
"493","DSC-11704",26.3962,-84.7636,467,"NF-1708","Long Mound South",0,TRUE,206.939361572266,1.37024104595184,-463.316833496094,-20.5531597137451,723092.094700012,2921497.98789679
"494","DSC-11705",26.3962,-84.7636,466,"NF-1708","Long Mound South",0,TRUE,206.939361572266,1.37024104595184,-463.316833496094,-20.5531597137451,723092.094700012,2921497.98789679
"495","DSC-11706",26.3962,-84.7636,466,"NF-1708","Long Mound South",0,TRUE,206.939361572266,1.37024104595184,-463.316833496094,-20.5531597137451,723092.094700012,2921497.98789679
"496","DSC-11707",26.3962,-84.7637,467,"NF-1708","Long Mound South",0,TRUE,222.082794189453,1.97797214984894,-463.277526855469,-20.5407028198242,723082.11611439,2921497.8146539
"497","DSC-11708",26.3962,-84.7638,468,"NF-1708","Long Mound South",0,TRUE,229.139175415039,2.21374416351318,-463.4453125,-20.6559543609619,723072.137529182,2921497.64141877
"498","DSC-11709",26.3962,-84.7639,466,"NF-1708","Long Mound South",0,TRUE,235.588195800781,3.96294808387756,-464.212097167969,-20.8277492523193,723062.158944389,2921497.4681914
"499","DSC-11710",26.3961,-84.7639,467,"NF-1708","Long Mound South",0,TRUE,252.897735595703,3.19789099693298,-464.41552734375,-22.2739791870117,723062.351289583,2921486.38807641
"500","DSC-11711",26.3961,-84.7639,467,"NF-1708","Long Mound South",0,TRUE,252.897735595703,3.19789099693298,-464.41552734375,-22.2739791870117,723062.351289583,2921486.38807641
"501","DSC-11712",26.3961,-84.7639,467,"NF-1708","Long Mound South",0,TRUE,252.897735595703,3.19789099693298,-464.41552734375,-22.2739791870117,723062.351289583,2921486.38807641
"502","DSC-11713",26.3961,-84.7639,469,"NF-1708","Long Mound South",0,TRUE,252.897735595703,3.19789099693298,-464.41552734375,-22.2739791870117,723062.351289583,2921486.38807641
"503","DSC-11714",26.396,-84.7639,468,"NF-1708","Long Mound South",0,TRUE,250.156143188477,2.88954401016235,-464.401275634766,-24.0260372161865,723062.5436341,2921475.30796154
"504","DSC-11715",26.396,-84.7639,467,"NF-1708","Long Mound South",0,TRUE,250.156143188477,2.88954401016235,-464.401275634766,-24.0260372161865,723062.5436341,2921475.30796154
"505","DSC-11716",26.396,-84.764,467,"NF-1708","Long Mound South",0,TRUE,248.068267822266,3.24428415298462,-465.521484375,-21.8957653045654,723052.565032484,2921475.13474285
"506","DSC-11717",26.396,-84.7641,468,"NF-1708","Long Mound South",0,TRUE,259.038879394531,3.86375594139099,-466.227661132812,-20.4233474731445,723042.586431281,2921474.96153193
"507","DSC-11718",26.396,-84.7642,468,"NF-1708","Long Mound South",0,TRUE,258.585815429688,3.74529147148132,-467.181121826172,-18.8624992370605,723032.607830491,2921474.78832876
"508","DSC-11719",26.396,-84.7643,468,"NF-1708","Long Mound South",0,TRUE,193.622039794922,1.27861452102661,-467.563568115234,-18.0852127075195,723022.629230114,2921474.61513336
"509","DSC-11720",26.396,-84.7644,465,"NF-1708","Long Mound South",0,TRUE,171.48503112793,1.80322372913361,-467.616607666016,-17.9924907684326,723012.650630154,2921474.44194572
"510","DSC-11721",26.396,-84.7645,462,"NF-1708","Long Mound South",0,TRUE,214.641891479492,2.2292697429657,-467.401794433594,-17.166748046875,723002.672030605,2921474.26876584
"511","DSC-11722",26.396,-84.7646,450,"NF-1708","Long Mound South",0,TRUE,220.849700927734,4.46174669265747,-467.500823974609,-15.764365196228,722992.693431471,2921474.09559372
"512","DSC-11723",26.396,-84.7646,450,"NF-1708","Long Mound South",0,TRUE,220.849700927734,4.46174669265747,-467.500823974609,-15.764365196228,722992.693431471,2921474.09559372
"513","DSC-11725",26.3969,-84.7638,426,"NF-1708","Long Mound South",0,TRUE,284.789672851562,5.94972991943359,-461.521514892578,-15.0872392654419,723070.791033484,2921575.20223062
"514","DSC-11726",26.3959,-84.7646,452,"NF-1708","Long Mound South",0,TRUE,233.522125244141,6.0191011428833,-468.366790771484,-15.2747211456299,722992.885714979,2921463.01548221
"515","DSC-11727",26.3958,-84.7646,453,"NF-1708","Long Mound South",0,TRUE,238.548446655273,4.55874300003052,-469.078552246094,-17.0952434539795,722993.077997808,2921451.93537082
"516","DSC-11728",26.3957,-84.7647,453,"NF-1708","Long Mound South",0,TRUE,244.546157836914,4.184006690979,-470.387878417969,-24.8414974212646,722983.291655382,2921440.68209659
"517","DSC-11729",26.3957,-84.7647,449,"NF-1708","Long Mound South",0,TRUE,244.546157836914,4.184006690979,-470.387878417969,-24.8414974212646,722983.291655382,2921440.68209659
"518","DSC-11730",26.3956,-84.7647,447,"NF-1708","Long Mound South",0,TRUE,269.808074951172,4.42799139022827,-470.619354248047,-24.9644737243652,722983.483928236,2921429.60198593
"519","DSC-11731",26.3956,-84.7647,445,"NF-1708","Long Mound South",0,TRUE,269.808074951172,4.42799139022827,-470.619354248047,-24.9644737243652,722983.483928236,2921429.60198593
"520","DSC-11732",26.3956,-84.7648,444,"NF-1708","Long Mound South",0,TRUE,253.097518920898,2.1967339515686,-471.158782958984,-26.9424209594727,722973.505295456,2921429.42883117
"521","DSC-11733",26.3958,-84.7646,452,"NF-1708","Long Mound South",0,TRUE,238.548446655273,4.55874300003052,-469.078552246094,-17.0952434539795,722993.077997808,2921451.93537082
"522","DSC-11734",26.3955,-84.7649,449,"NF-1708","Long Mound South",0,TRUE,232.160232543945,2.21983790397644,-471.835113525391,-27.7743129730225,722963.718918027,2921418.17557457
"523","DSC-11735",26.3955,-84.7648,442,"NF-1708","Long Mound South",0,TRUE,248.680541992188,2.80402278900146,-471.118133544922,-28.3555564880371,722973.697559013,2921418.3487211
"524","DSC-11736",26.3957,-84.7649,449,"NF-1708","Long Mound South",0,TRUE,264.545471191406,0.735749840736389,-472.117614746094,-27.2287502288818,722963.334407472,2921440.33579392
"525","DSC-11737",26.3958,-84.7648,449,"NF-1708","Long Mound South",0,TRUE,242.722534179688,4.67188262939453,-470.578063964844,-18.5883350372314,722973.120766307,2921451.58905171
"526","DSC-11738",26.3959,-84.7648,449,"NF-1708","Long Mound South",0,TRUE,237.514846801758,4.25862264633179,-469.918975830078,-14.5390634536743,722972.928500715,2921462.66916217
"527","DSC-11739",26.396,-84.7648,449,"NF-1708","Long Mound South",0,TRUE,257.629791259766,5.24005317687988,-469.951873779297,-17.0189571380615,722972.736234445,2921473.74927277
"528","DSC-11743",26.396,-84.7648,447,"NF-1708","Long Mound South",0,TRUE,257.629791259766,5.24005317687988,-469.951873779297,-17.0189571380615,722972.736234445,2921473.74927277
"529","DSC-11744",26.3964,-84.7648,444,"NF-1708","Long Mound South",0,TRUE,311.967346191406,2.21205806732178,-468.848754882812,-24.6745300292969,722971.967162579,2921518.06971647
"530","DSC-11746",26.3965,-84.7648,443,"NF-1708","Long Mound South",0,TRUE,317.388702392578,0.964023113250732,-469.757995605469,-24.8253135681152,722971.774892917,2921529.14982772
"531","DSC-11747",26.3956,-84.7649,449,"NF-1708","Long Mound South",0,TRUE,271.237823486328,1.54157781600952,-471.661315917969,-28.1305923461914,722963.526663089,2921429.25568418
"532","DSC-11749",26.3966,-84.7647,442,"NF-1708","Long Mound South",0,TRUE,276,2.87726879119873,-469.033721923828,-22.7728118896484,722981.56116917,2921540.40309845
"533","DSC-11750",26.3966,-84.7646,441,"NF-1708","Long Mound South",0,TRUE,310.977844238281,8.30447483062744,-468.3916015625,-22.2346878051758,722991.539716178,2921540.57626557
"534","DSC-11751",26.3966,-84.7646,441,"NF-1708","Long Mound South",0,TRUE,310.977844238281,8.30447483062744,-468.3916015625,-22.2346878051758,722991.539716178,2921540.57626557
"535","DSC-11752",26.3966,-84.7646,442,"NF-1708","Long Mound South",0,TRUE,310.977844238281,8.30447483062744,-468.3916015625,-22.2346878051758,722991.539716178,2921540.57626557
"536","DSC-11753",26.3966,-84.7647,442,"NF-1708","Long Mound South",0,TRUE,276,2.87726879119873,-469.033721923828,-22.7728118896484,722981.56116917,2921540.40309845
"537","DSC-11755",26.3966,-84.7646,442,"NF-1708","Long Mound South",0,TRUE,310.977844238281,8.30447483062744,-468.3916015625,-22.2346878051758,722991.539716178,2921540.57626557
"538","DSC-11756",26.3966,-84.7647,444,"NF-1708","Long Mound South",0,TRUE,276,2.87726879119873,-469.033721923828,-22.7728118896484,722981.56116917,2921540.40309845
"539","DSC-11757",26.3967,-84.7646,442,"NF-1708","Long Mound South",0,TRUE,6.00332021713257,2.21243643760681,-469.937042236328,-23.3507785797119,722991.347427922,2921551.656378
"540","DSC-11759",26.3964,-84.7646,441,"NF-1708","Long Mound South",0,TRUE,285.374603271484,8.16560935974121,-467.570648193359,-19.3571872711182,722991.924290656,2921518.41604109
"541","DSC-11762",26.3964,-84.7643,440,"NF-1708","Long Mound South",0,TRUE,133.855407714844,3.82868838310242,-464.438781738281,-16.6514987945557,723021.859985876,2921518.93558624
"542","DSC-11763",26.3965,-84.7647,443,"NF-1708","Long Mound South",0,TRUE,281.099609375,5.55467510223389,-469.495391845703,-21.8346881866455,722981.753448129,2921529.32298661
"543","DSC-11764",26.3962,-84.764,437,"NF-1708","Long Mound South",0,TRUE,261.557708740234,3.22772836685181,-465.522796630859,-18.9159374237061,723052.18036001,2921497.29497179
"544","DSC-11765",26.3947,-84.7599,436,"NF-1708","Long Mound South",0,TRUE,236.627349853516,40.888786315918,-438.765563964844,-23.9068775177002,723464.192936878,2921338.20135334
"545","DSC-11766",26.3947,-84.7599,435,"NF-1708","Long Mound South",0,TRUE,236.627349853516,40.888786315918,-438.765563964844,-23.9068775177002,723464.192936878,2921338.20135334
"546","DSC-11767",26.3963,-84.7641,437,"NF-1708","Long Mound South",0,TRUE,305.148376464844,0.288687497377396,-465.591735839844,-16.9685916900635,723042.009447408,2921508.20187415
"547","DSC-11769",26.3947,-84.7599,435,"NF-1708","Long Mound South",0,TRUE,236.627349853516,40.888786315918,-438.765563964844,-23.9068775177002,723464.192936878,2921338.20135334
"548","DSC-11770",26.3947,-84.7599,434,"NF-1708","Long Mound South",0,TRUE,236.627349853516,40.888786315918,-438.765563964844,-23.9068775177002,723464.192936878,2921338.20135334
"549","DSC-11771",26.3947,-84.7599,435,"NF-1708","Long Mound South",0,TRUE,236.627349853516,40.888786315918,-438.765563964844,-23.9068775177002,723464.192936878,2921338.20135334
"550","DSC-11772",26.3947,-84.7599,434,"NF-1708","Long Mound South",0,TRUE,236.627349853516,40.888786315918,-438.765563964844,-23.9068775177002,723464.192936878,2921338.20135334
"551","DSC-11773",26.3947,-84.7599,434,"NF-1708","Long Mound South",0,TRUE,236.627349853516,40.888786315918,-438.765563964844,-23.9068775177002,723464.192936878,2921338.20135334
"552","DSC-11774",26.3947,-84.7599,434,"NF-1708","Long Mound South",0,TRUE,236.627349853516,40.888786315918,-438.765563964844,-23.9068775177002,723464.192936878,2921338.20135334
"553","DSC-11776",26.3947,-84.76,434,"NF-1708","Long Mound South",0,TRUE,223.054138183594,22.9175853729248,-442.171234130859,-25.3362731933594,723454.214206652,2921338.02783016
"554","DSC-11777",26.3946,-84.7603,434,"NF-1708","Long Mound South",1,TRUE,239.360916137695,4.94613933563232,-448.548828125,-19.7070789337158,723424.470663734,2921326.42717762
"555","DSC-11778",26.3945,-84.7603,434,"NF-1708","Long Mound South",0,TRUE,256.494781494141,13.4491157531738,-449.027557373047,-18.5055828094482,723424.663308326,2921315.34704817
"556","DSC-11779",26.3945,-84.7603,434,"NF-1708","Long Mound South",1,TRUE,256.494781494141,13.4491157531738,-449.027557373047,-18.5055828094482,723424.663308326,2921315.34704817
"557","DSC-11780",26.3945,-84.7603,434,"NF-1708","Long Mound South",1,TRUE,256.494781494141,13.4491157531738,-449.027557373047,-18.5055828094482,723424.663308326,2921315.34704817
"558","DSC-11781",26.3945,-84.7603,433,"NF-1708","Long Mound South",1,TRUE,256.494781494141,13.4491157531738,-449.027557373047,-18.5055828094482,723424.663308326,2921315.34704817
"559","DSC-11782",26.3945,-84.7603,433,"NF-1708","Long Mound South",0,TRUE,256.494781494141,13.4491157531738,-449.027557373047,-18.5055828094482,723424.663308326,2921315.34704817
"560","DSC-11783",26.3945,-84.7602,433,"NF-1708","Long Mound South",0,TRUE,268.922149658203,8.48452854156494,-447.625701904297,-20.8896713256836,723434.642054545,2921315.52054714
"561","DSC-11785",26.3944,-84.7602,433,"NF-1708","Long Mound South",0,TRUE,269.899169921875,6.77406692504883,-447.543579101562,-18.9701080322266,723434.834707075,2921304.44041736
"562","DSC-11797",26.3943,-84.7601,433,"NF-1708","Long Mound South",0,TRUE,259.476104736328,3.30583310127258,-447.127349853516,-19.2702293395996,723445.006122794,2921293.53379352
"563","DSC-11803",26.3935,-84.7602,427,"NF-1708","Long Mound South",0,TRUE,276.044158935547,24.9282817840576,-453.867431640625,-21.9514675140381,723436.568549254,2921204.71925524
"564","DSC-11804",26.3935,-84.7602,422,"NF-1708","Long Mound South",1,TRUE,276.044158935547,24.9282817840576,-453.867431640625,-21.9514675140381,723436.568549254,2921204.71925524
"565","DSC-11806",26.3935,-84.7602,428,"NF-1708","Long Mound South",1,TRUE,276.044158935547,24.9282817840576,-453.867431640625,-21.9514675140381,723436.568549254,2921204.71925524
"566","DSC-11807",26.3935,-84.7602,427,"NF-1708","Long Mound South",0,TRUE,276.044158935547,24.9282817840576,-453.867431640625,-21.9514675140381,723436.568549254,2921204.71925524
"567","DSC-11808",26.3947,-84.7599,433,"NF-1708","Long Mound South",0,TRUE,236.627349853516,40.888786315918,-438.765563964844,-23.9068775177002,723464.192936878,2921338.20135334
"568","DSC-11809",26.3935,-84.7601,428,"NF-1708","Long Mound South",0,TRUE,277.299255371094,19.7310676574707,-446.256042480469,-23.5440368652344,723446.547382068,2921204.89275737
"569","DSC-11810",26.3935,-84.7602,427,"NF-1708","Long Mound South",0,TRUE,276.044158935547,24.9282817840576,-453.867431640625,-21.9514675140381,723436.568549254,2921204.71925524
"570","DSC-11811",26.3934,-84.7601,428,"NF-1708","Long Mound South",0,TRUE,239.491485595703,18.5369663238525,-445.726470947266,-21.3375949859619,723446.740036417,2921193.81262844
"571","DSC-11812",26.3933,-84.7601,428,"NF-1708","Long Mound South",0,TRUE,219.616943359375,14.19358253479,-452.134735107422,-18.5037498474121,723446.932690088,2921182.73249965
"572","DSC-11813",26.3933,-84.7601,430,"NF-1708","Long Mound South",0,TRUE,219.616943359375,14.19358253479,-452.134735107422,-18.5037498474121,723446.932690088,2921182.73249965
"573","DSC-11814",26.3933,-84.7601,427,"NF-1708","Long Mound South",0,TRUE,219.616943359375,14.19358253479,-452.134735107422,-18.5037498474121,723446.932690088,2921182.73249965
"574","DSC-11820",26.3931,-84.7601,431,"NF-1708","Long Mound South",1,TRUE,34.2949180603027,1.75433301925659,-451.828216552734,-17.7207984924316,723447.317995388,2921160.57224244
"575","DSC-11821",26.3926,-84.7599,437,"NF-1708","Long Mound South",0,TRUE,223.255844116211,9.81073379516602,-448.185455322266,-16.6249942779541,723468.239068734,2921105.51862099
"576","DSC-11822",26.3932,-84.7601,431,"NF-1708","Long Mound South",0,TRUE,33.9376983642578,2.3326244354248,-451.457000732422,-19.2857151031494,723447.125343078,2921171.65237098
"577","DSC-11823",26.3925,-84.7598,437,"NF-1708","Long Mound South",0,TRUE,252.506378173828,15.0536441802979,-447.738952636719,-18.8205394744873,723478.410654436,2921094.61201313
"578","DSC-11824",26.3924,-84.7599,436,"NF-1708","Long Mound South",0,TRUE,275.344268798828,15.1280689239502,-451.592803955078,-21.8219680786133,723468.624398987,2921083.35836379
"579","DSC-11825",26.3925,-84.7599,437,"NF-1708","Long Mound South",1,TRUE,228.468246459961,10.0006675720215,-449.936462402344,-18.8917808532715,723468.4317342,2921094.43849232
"580","DSC-11826",26.3922,-84.7599,434,"NF-1708","Long Mound South",1,TRUE,254.699905395508,28.7629203796387,-452.487701416016,-28.6564464569092,723469.009726521,2921061.1981071
"581","DSC-11827",26.3921,-84.7599,434,"NF-1708","Long Mound South",1,TRUE,230.956436157227,16.4522113800049,-452.519500732422,-28.3362789154053,723469.202389268,2921050.11797896
"582","DSC-11828",26.392,-84.7599,433,"NF-1708","Long Mound South",0,TRUE,302.437622070312,5.72507381439209,-452.464508056641,-22.6589241027832,723469.395051335,2921039.03785095
"583","DSC-11829",26.392,-84.7599,433,"NF-1708","Long Mound South",0,TRUE,302.437622070312,5.72507381439209,-452.464508056641,-22.6589241027832,723469.395051335,2921039.03785095
"584","DSC-11831",26.3919,-84.7599,432,"NF-1708","Long Mound South",0,TRUE,289.783325195312,13.0337924957275,-452.003082275391,-19.9321212768555,723469.587712722,2921027.95772307
"585","DSC-11832",26.3917,-84.7598,430,"NF-1708","Long Mound South",0,TRUE,249.837799072266,10.7264137268066,-449.320007324219,-17.4270973205566,723479.952022633,2921005.97098482
"586","DSC-11833",26.3923,-84.7599,435,"NF-1708","Long Mound South",0,TRUE,281.754913330078,27.5169277191162,-452.584075927734,-25.1201992034912,723468.817063094,2921072.27823538
"587","DSC-11834",26.3916,-84.7598,430,"NF-1708","Long Mound South",0,TRUE,227.468811035156,8.20838356018066,-449.326080322266,-15.6986722946167,723480.144690598,2920994.89085687
"588","DSC-11835",26.3916,-84.7598,428,"NF-1708","Long Mound South",0,TRUE,227.468811035156,8.20838356018066,-449.326080322266,-15.6986722946167,723480.144690598,2920994.89085687
"589","DSC-11836",26.3915,-84.7598,428,"NF-1708","Long Mound South",0,TRUE,206.311584472656,5.72582483291626,-451.681091308594,-17.1783847808838,723480.337357883,2920983.81072906
"590","DSC-11837",26.3914,-84.7598,427,"NF-1708","Long Mound South",0,TRUE,233.328140258789,4.9954686164856,-452.115142822266,-17.2448921203613,723480.530024488,2920972.73060137
"591","DSC-11838",26.3916,-84.7598,430,"NF-1708","Long Mound South",0,TRUE,227.468811035156,8.20838356018066,-449.326080322266,-15.6986722946167,723480.144690598,2920994.89085687
"592","DSC-11842",26.3913,-84.7599,427,"NF-1708","Long Mound South",0,TRUE,277.832458496094,5.9499363899231,-454.423614501953,-19.5500793457031,723470.743666768,2920961.47695853
"593","DSC-11844",26.3913,-84.7599,427,"NF-1708","Long Mound South",0,TRUE,277.832458496094,5.9499363899231,-454.423614501953,-19.5500793457031,723470.743666768,2920961.47695853
"594","DSC-11845",26.3913,-84.7599,428,"NF-1708","Long Mound South",0,TRUE,277.832458496094,5.9499363899231,-454.423614501953,-19.5500793457031,723470.743666768,2920961.47695853
"595","DSC-11846",26.3913,-84.7599,427,"NF-1708","Long Mound South",0,TRUE,277.832458496094,5.9499363899231,-454.423614501953,-19.5500793457031,723470.743666768,2920961.47695853
"596","DSC-11847",26.3913,-84.7599,428,"NF-1708","Long Mound South",0,TRUE,277.832458496094,5.9499363899231,-454.423614501953,-19.5500793457031,723470.743666768,2920961.47695853
"597","DSC-11848",26.3913,-84.7599,427,"NF-1708","Long Mound South",0,TRUE,277.832458496094,5.9499363899231,-454.423614501953,-19.5500793457031,723470.743666768,2920961.47695853
"598","DSC-11849",26.3912,-84.7598,427,"NF-1708","Long Mound South",0,TRUE,305.337951660156,5.29367208480835,-451.333435058594,-19.330940246582,723480.915355658,2920950.57034639
"599","DSC-11850",26.3911,-84.7599,427,"NF-1708","Long Mound South",0,TRUE,221.074523925781,5.02054309844971,-454.108612060547,-22.4588050842285,723471.128979344,2920939.31670473
"600","DSC-11851",26.391,-84.7599,427,"NF-1708","Long Mound South",0,TRUE,324.863922119141,2.66740775108337,-454.067230224609,-22.7986488342285,723471.321634612,2920928.23657803
"601","DSC-11852",26.3909,-84.7599,426,"NF-1708","Long Mound South",0,TRUE,299.262298583984,2.1799201965332,-453.385101318359,-20.5580348968506,723471.514289201,2920917.15645146
"602","DSC-11853",26.3909,-84.7599,426,"NF-1708","Long Mound South",0,TRUE,299.262298583984,2.1799201965332,-453.385101318359,-20.5580348968506,723471.514289201,2920917.15645146
"603","DSC-11854",26.3908,-84.7599,428,"NF-1708","Long Mound South",0,TRUE,233.48454284668,4.32211399078369,-453.363800048828,-18.4606285095215,723471.706943109,2920906.07632502
"604","DSC-11855",26.3913,-84.7599,428,"NF-1708","Long Mound South",0,TRUE,277.832458496094,5.9499363899231,-454.423614501953,-19.5500793457031,723470.743666768,2920961.47695853
"605","DSC-11856",26.3908,-84.7599,427,"NF-1708","Long Mound South",0,TRUE,233.48454284668,4.32211399078369,-453.363800048828,-18.4606285095215,723471.706943109,2920906.07632502
"606","DSC-11857",26.3908,-84.7599,428,"NF-1708","Long Mound South",0,TRUE,233.48454284668,4.32211399078369,-453.363800048828,-18.4606285095215,723471.706943109,2920906.07632502
"607","DSC-11858",26.3908,-84.7598,428,"NF-1708","Long Mound South",0,TRUE,230.875930786133,2.96471452713013,-452.849182128906,-16.8664588928223,723481.68600984,2920906.249838
"608","DSC-11859",26.3908,-84.7597,428,"NF-1708","Long Mound South",0,TRUE,171.552581787109,3.28036713600159,-452.835601806641,-17.4628086090088,723491.665076987,2920906.42335875
"609","DSC-11860",26.3908,-84.7596,428,"NF-1708","Long Mound South",0,TRUE,176.5634765625,4.14074993133545,-452.967468261719,-18.0880432128906,723501.644144546,2920906.59688725
"610","DSC-11861",26.3908,-84.7596,428,"NF-1708","Long Mound South",0,TRUE,176.5634765625,4.14074993133545,-452.967468261719,-18.0880432128906,723501.644144546,2920906.59688725
"611","DSC-11862",26.3908,-84.7595,428,"NF-1708","Long Mound South",0,TRUE,149.537048339844,4.21401357650757,-453.738861083984,-22.2976856231689,723511.623212521,2920906.77042351
"612","DSC-11863",26.3908,-84.7595,431,"NF-1708","Long Mound South",0,TRUE,149.537048339844,4.21401357650757,-453.738861083984,-22.2976856231689,723511.623212521,2920906.77042351
"613","DSC-11864",26.3908,-84.7594,430,"NF-1708","Long Mound South",0,TRUE,208.859252929688,3.43779063224792,-453.651306152344,-25.3116626739502,723521.602280911,2920906.94396754
"614","DSC-11865",26.3907,-84.7594,430,"NF-1708","Long Mound South",0,TRUE,258.335723876953,3.80923891067505,-454.325164794922,-24.6111640930176,723521.794977225,2920895.86383893
"615","DSC-11866",26.3907,-84.7593,431,"NF-1708","Long Mound South",0,TRUE,270.924560546875,2.84219312667847,-453.464233398438,-25.3206329345703,723531.774054647,2920896.03739026
"616","DSC-11867",26.3907,-84.7592,433,"NF-1708","Long Mound South",0,TRUE,322.496612548828,3.50812816619873,-453.422729492188,-25.1048736572266,723541.753132482,2920896.21094934
"617","DSC-11868",26.3908,-84.7592,432,"NF-1708","Long Mound South",0,TRUE,192.314147949219,3.17329740524292,-453.349151611328,-25.1306266784668,723541.560418934,2920907.29107887
"618","DSC-11869",26.3908,-84.7591,431,"NF-1708","Long Mound South",0,TRUE,262.173858642578,21.8033599853516,-452.797698974609,-21.7320175170898,723551.539488569,2920907.46464618
"619","DSC-11870",26.3909,-84.7591,432,"NF-1708","Long Mound South",0,TRUE,244.200317382812,22.5620288848877,-452.724945068359,-20.5890693664551,723551.346765723,2920918.54477631
"620","DSC-11871",26.3909,-84.7589,431,"NF-1708","Long Mound South",0,TRUE,103.625274658203,8.34790802001953,-447.378784179688,-16.154125213623,723571.304889004,2920918.89193512
"621","DSC-11872",26.3909,-84.7589,430,"NF-1708","Long Mound South",0,TRUE,103.625274658203,8.34790802001953,-447.378784179688,-16.154125213623,723571.304889004,2920918.89193512
"622","DSC-11873",26.3908,-84.7598,429,"NF-1708","Long Mound South",0,TRUE,230.875930786133,2.96471452713013,-452.849182128906,-16.8664588928223,723481.68600984,2920906.249838
"623","DSC-11874",26.3908,-84.7589,430,"NF-1708","Long Mound South",0,TRUE,107.367866516113,11.9352130889893,-447.580718994141,-14.5700998306274,723571.497629083,2920907.81180408
"624","DSC-11875",26.3907,-84.7589,428,"NF-1708","Long Mound South",0,TRUE,174.614517211914,7.39570951461792,-450.357727050781,-17.8952503204346,723571.690368483,2920896.73167317
